1	0	52
2	0	84
3	0	138
4	0	136
5	0	134
6	0	132
7	0	132
8	0	130
9	0	128
10	0	126
11	0	124
12	0	122
13	0	120
14	0	118
15	0	116
16	0	115
17	0	113
18	0	111
19	0	109
20	0	107
21	0	106
22	0	104
23	0	102
24	0	100
25	0	96
26	0	95
27	0	94
28	0	94
29	0	93
30	0	92
31	0	92
32	0	92
33	0	91
34	0	91
35	0	91
36	0	91
37	0	88
38	0	88
39	0	89
40	0	89
41	0	87
42	0	89
43	0	89
44	0	92
45	0	94
46	0	93
47	0	93
48	0	94
49	0	93
50	0	93
51	0	93
52	0	96
53	0	95
54	0	95
55	0	95
56	0	98
57	0	101
58	0	100
59	0	100
60	0	99
61	0	98
62	0	98
63	0	97
64	0	95
65	0	91
66	0	92
67	0	91
68	0	91
69	0	90
70	0	90
71	0	90
72	0	90
73	0	90
74	0	90
75	0	91
76	0	92
77	0	91
78	0	90
79	0	90
80	0	90
81	0	88
82	0	85
83	0	85
84	0	85
85	0	85
86	0	84
87	0	83
88	0	81
89	0	80
90	0	80
91	0	79
92	0	77
93	0	80
94	0	76
95	0	76
96	0	76
97	0	79
98	0	82
99	0	85
100	0	88
101	0	87
102	0	87
103	0	86
104	0	86
105	0	85
106	0	85
107	0	84
108	0	84
109	0	83
110	0	84
111	0	84
112	0	84
113	0	85
114	0	86
115	0	88
116	0	88
117	0	88
118	0	88
119	0	88
120	0	87
121	0	86
122	0	86
123	0	86
124	0	87
125	0	87
126	0	89
127	0	91
128	0	92
129	0	94
130	0	96
131	0	99
132	0	100
133	0	100
134	0	99
135	0	99
136	0	102
137	0	102
138	0	100
139	0	96
140	0	97
141	0	97
142	0	95
143	0	98
144	0	96
145	0	99
146	0	95
147	0	95
148	0	96
149	0	99
150	0	100
151	0	99
152	0	98
153	0	97
154	0	96
155	0	96
156	0	94
157	0	92
158	0	92
159	0	94
160	0	94
161	0	95
162	0	98
163	0	101
164	0	105
165	0	106
166	0	107
167	0	106
168	0	106
169	0	107
170	0	107
171	0	106
172	0	105
173	0	105
174	0	104
175	0	104
176	0	103
177	0	101
178	0	101
179	0	103
180	0	103
181	0	102
182	0	102
183	0	102
184	0	103
185	0	103
186	0	106
187	0	104
188	0	105
189	0	107
190	0	110
191	0	111
192	0	111
193	0	111
194	0	111
195	0	111
196	0	110
197	0	109
198	0	108
199	0	108
200	0	109
201	0	109
202	0	110
203	0	110
204	0	111
205	0	113
206	0	114
207	0	112
208	0	111
209	0	112
210	0	112
211	0	112
212	0	112
213	0	112
214	0	112
215	0	112
216	0	113
217	0	113
218	0	112
219	0	112
220	0	111
221	0	109
222	0	110
223	0	109
224	0	108
225	0	107
226	0	106
227	0	106
228	0	106
229	0	106
230	0	107
231	0	103
232	0	102
233	0	102
234	0	102
235	0	103
236	0	104
237	0	108
238	0	107
239	0	106
240	0	108
241	0	108
242	0	108
243	0	109
244	0	109
245	0	109
246	0	109
